filename,width,height,class,xmin,ymin,xmax,ymax
can48.jpeg,300,300,can,161,42,215,156
bottle12.jpeg,300,300,bottle,130,2,263,269
can44.jpeg,300,300,bottle,42,76,66,174
can44.jpeg,300,300,can,119,78,142,128
bottle10.jpeg,300,300,bottle,84,1,145,263
bottle10.jpeg,300,300,can,124,5,179,176
bottle10.jpeg,300,300,can,172,119,300,294
not_bc120.jpeg,300,300,not_bc,79,1,177,97
can47.jpeg,300,300,can,84,194,136,298
can47.jpeg,300,300,not_bc,246,121,286,248
can110.jpeg,300,300,can,196,26,276,158
can110.jpeg,300,300,can,110,21,194,110
can168.jpeg,300,300,can,26,38,147,206
can117.jpeg,300,300,can,98,3,148,79
bottle46.jpeg,300,300,bottle,106,54,153,252
bottle209.jpeg,300,300,bottle,160,34,207,116
not_bc4.jpg,300,300,not_bc,186,60,261,247
not_bc97.jpeg,300,300,not_bc,177,111,230,274
bottle27.jpg,300,300,bottle,114,12,181,290
not_bc63.jpeg,300,300,not_bc,78,120,132,188
bottle127.jpeg,300,300,bottle,193,5,246,300
bottle164.jpeg,300,300,bottle,79,105,230,217
not_bc123.jpeg,300,300,not_bc,40,37,148,289
not_bc61.jpeg,300,300,not_bc,141,178,171,262
not_bc140.jpeg,300,300,not_bc,138,52,273,287
bottle144.jpeg,300,300,bottle,87,116,117,285
can44.jpeg,300,300,bottle,42,76,66,174
can44.jpeg,300,300,can,119,78,142,128
bottle101.jpeg,300,300,bottle,77,15,130,292
not_bc6.jpg,300,300,not_bc,189,70,258,244
can187.jpeg,300,300,can,152,32,219,166
can187.jpeg,300,300,not_bc,54,29,150,243
bottle139.jpeg,300,300,bottle,170,111,212,242
bottle139.jpeg,300,300,can,145,170,186,243
bottle139.jpeg,300,300,bottle,248,112,290,245
bottle170.jpeg,300,300,bottle,139,8,189,249
bottle123.jpeg,300,300,can,110,46,188,212
can4.jpg,300,300,can,85,3,203,299
can67.jpeg,300,300,can,225,103,281,218
can67.jpeg,300,300,can,128,94,163,157
can67.jpeg,300,300,not_bc,80,183,250,256
bottle203.jpeg,300,300,bottle,7,12,92,154
not_bc108.jpeg,300,300,not_bc,189,10,290,175
can25.jpg,300,300,can,13,74,75,221
not_bc73.jpeg,300,300,not_bc,103,54,186,234
bottle113.jpeg,300,300,bottle,81,34,127,276
bottle158.jpeg,300,300,bottle,26,170,115,300
bottle158.jpeg,300,300,bottle,193,8,273,140
bottle158.jpeg,300,300,not_bc,8,1,132,140
bottle98.jpeg,300,300,bottle,31,14,280,300
bottle122.jpeg,300,300,bottle,124,141,208,232
not_bc103.jpeg,300,300,not_bc,39,91,111,300
can129.jpeg,300,300,can,205,6,297,141
not_bc78.jpeg,300,300,not_bc,104,50,192,294
not_bc128.jpeg,300,300,not_bc,83,191,157,300
can189.jpeg,300,300,can,216,81,291,212
can189.jpeg,300,300,can,141,70,170,123
bottle57.jpeg,300,300,bottle,181,54,225,163
bottle199.jpeg,300,300,bottle,215,61,284,294
bottle12.jpeg,300,300,bottle,130,2,263,269
can169.jpeg,300,300,can,186,21,299,234
bottle97.jpeg,300,300,bottle,55,66,121,243
not_bc94.jpeg,300,300,not_bc,53,75,254,253
bottle32.jpeg,300,300,bottle,37,53,230,126
bottle32.jpeg,300,300,not_bc,32,121,171,232
can186.jpeg,300,300,can,95,8,190,288
not_bc118.jpeg,300,300,not_bc,158,52,275,206
can94.jpeg,300,300,can,117,84,187,223
bottle59.jpeg,300,300,bottle,64,29,164,172
not_bc3.jpg,300,300,not_bc,184,61,267,256
can44.jpeg,300,300,bottle,42,76,66,174
can44.jpeg,300,300,can,119,78,142,128
bottle177.jpeg,300,300,bottle,23,17,114,256
bottle69.jpeg,300,300,can,6,54,63,117
bottle41.jpeg,300,300,bottle,124,10,172,267
can195.jpeg,300,300,can,145,125,190,243
not_bc27.jpeg,300,300,not_bc,186,94,259,220
can170.jpeg,300,300,can,101,30,201,276
can186.jpeg,300,300,can,95,8,190,288
bottle48.jpeg,300,300,bottle,155,16,209,282
bottle48.jpeg,300,300,not_bc,200,92,271,276
can142.jpeg,300,300,can,10,101,101,273
bottle181.jpeg,300,300,bottle,166,45,210,203
can188.jpeg,300,300,can,44,74,265,264
not_bc62.jpeg,300,300,not_bc,77,19,235,138
can146.jpeg,300,300,can,156,143,255,300
can79.jpeg,300,300,can,112,15,188,281
bottle169.jpeg,300,300,bottle,187,32,232,262
bottle92.jpeg,300,300,bottle,104,5,199,296
can33.jpeg,300,300,can,127,188,150,249
not_bc25.jpeg,300,300,not_bc,185,56,282,190
can117.jpeg,300,300,can,98,3,148,79
bottle55.jpeg,300,300,bottle,48,3,89,277
bottle84.jpeg,300,300,bottle,149,16,186,150
can52.jpeg,300,300,can,86,8,210,292
not_bc105.jpeg,300,300,not_bc,187,14,269,193
can64.jpeg,300,300,can,2,54,85,200
can64.jpeg,300,300,bottle,164,1,227,163
can163.jpeg,300,300,can,218,4,300,153
not_bc120.jpeg,300,300,not_bc,79,1,177,97
can157.jpeg,300,300,can,139,37,226,132
can157.jpeg,300,300,can,50,2,114,104
not_bc68.jpeg,300,300,not_bc,161,6,257,90
can166.jpeg,300,300,can,21,5,144,146
bottle147.jpeg,300,300,bottle,212,74,296,296
bottle147.jpeg,300,300,not_bc,13,6,90,300
not_bc76.jpeg,300,300,not_bc,72,3,172,132
not_bc61.jpeg,300,300,not_bc,141,178,171,262
bottle100.jpeg,300,300,bottle,108,112,144,290
bottle170.jpeg,300,300,bottle,139,8,189,249
not_bc83.jpeg,300,300,not_bc,170,27,264,160
bottle53.jpeg,300,300,bottle,44,2,149,286
can104.jpeg,300,300,can,163,1,226,130
can167.jpeg,300,300,can,79,34,225,261
bottle171.jpeg,300,300,bottle,164,1,233,300
bottle171.jpeg,300,300,bottle,228,2,300,300
can101.jpeg,300,300,can,88,58,147,163
can101.jpeg,300,300,can,22,63,78,163
can101.jpeg,300,300,can,156,176,216,281
bottle17.jpg,300,300,bottle,99,5,207,294
can63.jpeg,300,300,can,1,62,103,263
bottle139.jpeg,300,300,bottle,170,111,212,242
bottle139.jpeg,300,300,can,145,170,186,243
bottle139.jpeg,300,300,bottle,248,112,290,245
bottle118.jpeg,300,300,bottle,23,5,97,295
bottle127.jpeg,300,300,bottle,193,5,246,300
bottle132.jpeg,300,300,bottle,139,92,196,247
can97.jpeg,300,300,can,53,8,146,120
can167.jpeg,300,300,can,79,34,225,261
can31.jpeg,300,300,can,92,30,161,141
can31.jpeg,300,300,not_bc,29,105,166,208
not_bc6.jpg,300,300,not_bc,189,70,258,244
bottle151.jpeg,300,300,bottle,186,61,244,250
can143.jpeg,300,300,can,3,8,87,149
can111.jpeg,300,300,can,235,12,300,146
bottle191.jpeg,300,300,bottle,160,22,230,205
can173.jpeg,300,300,can,87,39,174,284
bottle109.jpeg,300,300,bottle,125,3,198,250
can186.jpeg,300,300,can,95,8,190,288
not_bc117.jpeg,300,300,not_bc,230,58,282,270
can68.jpeg,300,300,can,65,83,139,241
not_bc128.jpeg,300,300,not_bc,83,191,157,300
not_bc114.jpeg,300,300,not_bc,48,88,98,224
bottle56.jpeg,300,300,bottle,184,36,278,268
can103.jpeg,300,300,can,217,161,272,292
not_bc84.jpeg,300,300,not_bc,30,75,181,262
bottle52.jpeg,300,300,bottle,90,48,137,268
not_bc25.jpeg,300,300,not_bc,185,56,282,190
bottle45.jpeg,300,300,bottle,225,2,268,292
bottle95.jpeg,300,300,bottle,66,24,95,156
bottle189.jpeg,300,300,bottle,17,1,117,153
bottle154.jpeg,300,300,bottle,135,43,210,276
not_bc96.jpeg,300,300,not_bc,109,101,181,286
bottle56.jpeg,300,300,bottle,184,36,278,268
can69.jpeg,300,300,can,199,70,283,293
not_bc108.jpeg,300,300,not_bc,189,10,290,175
can91.jpeg,300,300,can,106,55,190,287
bottle36.jpeg,300,300,bottle,257,22,300,182
not_bc99.jpeg,300,300,not_bc,3,30,88,211
can121.jpeg,300,300,can,48,1,133,145
can121.jpeg,300,300,not_bc,137,189,198,236
bottle198.jpeg,300,300,bottle,228,83,266,181
can92.jpeg,300,300,can,167,193,212,288
can170.jpeg,300,300,can,101,30,201,276
bottle83.jpeg,300,300,bottle,79,21,184,85
can89.jpeg,300,300,can,225,7,294,142
can89.jpeg,300,300,can,164,3,227,131
not_bc96.jpeg,300,300,not_bc,109,101,181,286
can69.jpeg,300,300,can,199,70,283,293
not_bc77.jpeg,300,300,not_bc,88,18,246,221
can1.jpg,300,300,can,95,25,201,274
bottle96.jpeg,300,300,bottle,16,81,288,245
can58.jpeg,300,300,can,209,111,292,263
not_bc94.jpeg,300,300,not_bc,53,75,254,253
bottle78.jpeg,300,300,bottle,164,22,237,300
bottle149.jpeg,300,300,bottle,17,21,148,300
bottle113.jpeg,300,300,bottle,81,34,127,276
not_bc125.jpeg,300,300,not_bc,72,21,113,152
not_bc137.jpeg,300,300,not_bc,52,24,117,161
bottle72.jpeg,300,300,bottle,36,36,84,130
bottle72.jpeg,300,300,can,70,122,100,236
bottle72.jpeg,300,300,can,210,123,254,255
bottle118.jpeg,300,300,bottle,23,5,97,295
bottle24.jpg,300,300,bottle,30,1,104,127
not_bc40.jpeg,300,300,not_bc,97,170,289,300
can185.jpeg,300,300,can,4,21,115,237
not_bc92.jpeg,300,300,not_bc,93,130,219,292
not_bc133.jpeg,300,300,not_bc,152,112,218,281
bottle208.jpeg,300,300,bottle,118,40,204,117
bottle192.jpeg,300,300,bottle,93,17,173,300
bottle82.jpeg,300,300,bottle,112,2,189,270
can71.jpeg,300,300,can,68,10,230,288
bottle109.jpeg,300,300,bottle,125,3,198,250
bottle191.jpeg,300,300,bottle,160,22,230,205
bottle84.jpeg,300,300,bottle,149,16,186,150
can48.jpeg,300,300,can,161,42,215,156
bottle150.jpeg,300,300,bottle,160,1,222,256
bottle150.jpeg,300,300,not_bc,34,35,77,103
can118.jpeg,300,300,can,44,209,86,299
not_bc140.jpeg,300,300,not_bc,138,52,273,287
can134.jpeg,300,300,can,210,97,286,224
bottle191.jpeg,300,300,bottle,160,22,230,205
not_bc74.jpeg,300,300,not_bc,74,134,131,223
bottle122.jpeg,300,300,bottle,124,141,208,232
not_bc134.jpeg,300,300,not_bc,150,90,266,293
bottle46.jpeg,300,300,bottle,106,54,153,252
can113.jpeg,300,300,can,131,153,171,270
bottle21.jpg,300,300,bottle,5,116,159,299
can28.jpg,300,300,can,82,1,155,61
bottle4.jpeg,300,300,bottle,214,28,264,289
can106.jpeg,300,300,can,52,180,106,283
bottle87.jpeg,300,300,bottle,57,195,79,258
not_bc50.jpeg,300,300,not_bc,190,2,269,128
not_bc135.jpeg,300,300,not_bc,98,56,204,208
bottle121.jpeg,300,300,bottle,57,63,92,273
bottle42.jpeg,300,300,bottle,124,161,177,300
bottle42.jpeg,300,300,bottle,1,158,54,299
not_bc57.jpeg,300,300,not_bc,137,26,177,117
can100.jpeg,300,300,can,52,154,82,254
can100.jpeg,300,300,not_bc,84,127,150,201
can40.jpeg,300,300,can,137,184,206,300
can56.jpeg,300,300,can,21,18,92,181
not_bc29.jpeg,300,300,not_bc,106,28,201,238
can95.jpeg,300,300,can,205,7,300,226
can95.jpeg,300,300,not_bc,1,44,208,274
can152.jpeg,300,300,can,132,12,185,103
can152.jpeg,300,300,can,79,165,115,242
can152.jpeg,300,300,bottle,43,78,78,232
bottle119.jpeg,300,300,bottle,235,54,266,292
can23.jpg,300,300,can,157,52,230,145
bottle171.jpeg,300,300,bottle,164,1,233,300
bottle171.jpeg,300,300,bottle,228,2,300,300
can120.jpeg,300,300,can,215,119,277,258
can120.jpeg,300,300,can,124,1,168,78
can120.jpeg,300,300,bottle,28,56,72,238
bottle79.jpeg,300,300,bottle,112,44,188,252
not_bc105.jpeg,300,300,not_bc,187,14,269,193
can35.jpeg,300,300,can,88,21,135,139
not_bc68.jpeg,300,300,not_bc,161,6,257,90
not_bc32.jpeg,300,300,not_bc,67,7,127,300
not_bc69.jpeg,300,300,not_bc,105,8,198,100
bottle140.jpeg,300,300,bottle,84,33,179,300
can74.jpeg,300,300,can,95,150,153,262
bottle49.jpeg,300,300,bottle,164,35,211,203
not_bc20.jpeg,300,300,not_bc,31,2,269,300
can137.jpeg,300,300,can,239,25,300,174
bottle140.jpeg,300,300,bottle,84,33,179,300
not_bc59.jpeg,300,300,not_bc,115,16,185,147
not_bc109.jpeg,300,300,not_bc,186,8,291,300
can53.jpeg,300,300,can,75,96,173,236
can53.jpeg,300,300,can,86,23,128,81
can53.jpeg,300,300,not_bc,163,50,286,230
not_bc69.jpeg,300,300,not_bc,105,8,198,100
can33.jpeg,300,300,can,127,188,150,249
not_bc120.jpeg,300,300,not_bc,79,1,177,97
not_bc22.jpeg,300,300,not_bc,83,58,159,193
bottle157.jpeg,300,300,bottle,120,12,184,240
can62.jpeg,300,300,can,128,7,210,251
bottle131.jpeg,300,300,bottle,90,1,207,300
not_bc45.jpeg,300,300,not_bc,101,51,201,267
not_bc85.jpeg,300,300,not_bc,29,79,279,264
bottle13.jpeg,300,300,bottle,139,30,249,247
bottle36.jpeg,300,300,bottle,257,22,300,182
not_bc75.jpeg,300,300,not_bc,58,36,132,156
bottle177.jpeg,300,300,bottle,23,17,114,256
bottle143.jpeg,300,300,bottle,87,124,193,196
can41.jpeg,300,300,can,236,181,300,297
can41.jpeg,300,300,not_bc,19,98,233,226
can195.jpeg,300,300,can,145,125,190,243
can157.jpeg,300,300,can,139,37,226,132
can157.jpeg,300,300,can,50,2,114,104
bottle6.jpeg,300,300,bottle,84,10,160,263
bottle15.jpg,300,300,bottle,103,10,198,296
can111.jpeg,300,300,can,235,12,300,146
can194.jpeg,300,300,can,11,38,66,248
bottle125.jpeg,300,300,bottle,194,147,253,298
bottle125.jpeg,300,300,can,188,5,255,127
can125.jpeg,300,300,can,45,183,114,300
can61.jpeg,300,300,can,56,1,119,87
bottle41.jpeg,300,300,bottle,124,10,172,267
bottle203.jpeg,300,300,bottle,7,12,92,154
bottle194.jpeg,300,300,bottle,185,136,217,223
bottle129.jpeg,300,300,bottle,77,90,106,186
bottle106.jpeg,300,300,bottle,22,8,131,289
bottle178.jpeg,300,300,bottle,121,107,300,289
not_bc68.jpeg,300,300,not_bc,161,6,257,90
bottle145.jpeg,300,300,bottle,271,22,300,195
bottle145.jpeg,300,300,bottle,228,1,270,83
bottle173.jpeg,300,300,bottle,21,80,61,292
bottle71.jpeg,300,300,bottle,110,15,206,297
can51.jpeg,300,300,can,54,164,77,222
can51.jpeg,300,300,bottle,221,21,249,124
bottle202.jpeg,300,300,bottle,199,30,291,298
can112.jpeg,300,300,can,231,130,293,283
bottle121.jpeg,300,300,bottle,57,63,92,273
bottle207.jpeg,300,300,bottle,118,2,199,149
bottle207.jpeg,300,300,can,26,10,85,120
not_bc97.jpeg,300,300,not_bc,177,111,230,274
can181.jpeg,300,300,can,83,17,184,268
bottle14.jpg,300,300,bottle,110,3,197,298
can175.jpeg,300,300,can,137,52,224,300
bottle61.jpeg,300,300,bottle,140,45,225,246
not_bc83.jpeg,300,300,not_bc,170,27,264,160
not_bc134.jpeg,300,300,not_bc,150,90,266,293
can180.jpeg,300,300,can,1,1,65,299
can155.jpeg,300,300,can,229,107,300,213
bottle58.jpeg,300,300,bottle,100,46,198,263
can138.jpeg,300,300,can,7,14,120,226
bottle180.jpeg,300,300,bottle,130,7,170,156
not_bc128.jpeg,300,300,not_bc,83,191,157,300
can130.jpeg,300,300,can,1,64,64,190
can130.jpeg,300,300,can,244,50,300,147
bottle148.jpeg,300,300,bottle,93,49,242,132
not_bc4.jpg,300,300,not_bc,186,60,261,247
not_bc102.jpeg,300,300,not_bc,23,56,95,261
not_bc51.jpeg,300,300,not_bc,186,131,226,300
can146.jpeg,300,300,can,156,143,255,300
can197.jpeg,300,300,can,122,63,181,191
bottle195.jpeg,300,300,bottle,40,20,90,162
can131.jpeg,300,300,can,200,2,277,146
can195.jpeg,300,300,can,145,125,190,243
not_bc139.jpeg,300,300,not_bc,68,10,128,131
not_bc59.jpeg,300,300,not_bc,115,16,185,147
can187.jpeg,300,300,can,152,32,219,166
can187.jpeg,300,300,not_bc,54,29,150,243
can112.jpeg,300,300,can,231,130,293,283
can132.jpeg,300,300,can,145,68,300,269
bottle189.jpeg,300,300,bottle,17,1,117,153
bottle69.jpeg,300,300,can,6,54,63,117
bottle77.jpeg,300,300,bottle,1,95,71,245
can134.jpeg,300,300,can,210,97,286,224
not_bc125.jpeg,300,300,not_bc,72,21,113,152
bottle173.jpeg,300,300,bottle,21,80,61,292
bottle157.jpeg,300,300,bottle,120,12,184,240
not_bc105.jpeg,300,300,not_bc,187,14,269,193
bottle181.jpeg,300,300,bottle,166,45,210,203
not_bc25.jpeg,300,300,not_bc,185,56,282,190
can27.jpg,300,300,can,181,5,246,96
can103.jpeg,300,300,can,217,161,272,292
bottle96.jpeg,300,300,bottle,16,81,288,245
can117.jpeg,300,300,can,98,3,148,79
can129.jpeg,300,300,can,205,6,297,141
bottle61.jpeg,300,300,bottle,140,45,225,246
bottle5.jpeg,300,300,bottle,31,58,88,275
can55.jpeg,300,300,can,3,94,130,300
can51.jpeg,300,300,can,54,164,77,222
can51.jpeg,300,300,bottle,221,21,249,124
bottle90.jpeg,300,300,bottle,197,7,275,253
bottle90.jpeg,300,300,not_bc,64,171,155,262
can107.jpeg,300,300,can,16,3,116,152
can107.jpeg,300,300,not_bc,191,146,295,258
bottle5.jpeg,300,300,bottle,31,58,88,275
bottle7.jpeg,300,300,bottle,161,18,248,275
bottle66.jpeg,300,300,bottle,188,58,236,208
bottle66.jpeg,300,300,bottle,229,76,278,225
bottle66.jpeg,300,300,not_bc,115,125,194,264
not_bc72.jpeg,300,300,not_bc,229,62,300,265
bottle6.jpeg,300,300,bottle,84,10,160,263
bottle54.jpeg,300,300,bottle,257,28,288,212
can200.jpeg,300,300,can,174,22,277,140
bottle71.jpeg,300,300,bottle,110,15,206,297
not_bc65.jpeg,300,300,not_bc,70,144,186,298
can106.jpeg,300,300,can,52,180,106,283
can57.jpeg,300,300,can,140,220,215,300
bottle57.jpeg,300,300,bottle,181,54,225,163
can133.jpeg,300,300,can,98,90,136,199
can143.jpeg,300,300,can,3,8,87,149
bottle143.jpeg,300,300,bottle,87,124,193,196
bottle8.jpeg,300,300,bottle,181,16,261,292
not_bc53.jpeg,300,300,not_bc,98,85,208,295
can30.jpeg,300,300,can,88,9,164,102
can30.jpeg,300,300,not_bc,98,132,260,243
bottle2.jpeg,300,300,bottle,95,1,150,299
bottle83.jpeg,300,300,bottle,79,21,184,85
can160.jpeg,300,300,can,79,10,152,136
can73.jpeg,300,300,can,45,33,113,152
can73.jpeg,300,300,can,106,21,158,136
can176.jpeg,300,300,can,55,116,112,242
can180.jpeg,300,300,can,1,1,65,299
can169.jpeg,300,300,can,186,21,299,234
bottle206.jpeg,300,300,bottle,66,4,148,195
can121.jpeg,300,300,can,48,1,133,145
can121.jpeg,300,300,not_bc,137,189,198,236
bottle146.jpeg,300,300,bottle,101,5,198,296
not_bc103.jpeg,300,300,not_bc,39,91,111,300
bottle43.jpeg,300,300,bottle,30,72,83,214
bottle43.jpeg,300,300,not_bc,83,241,216,298
bottle3.jpeg,300,300,bottle,6,14,244,298
can55.jpeg,300,300,can,3,94,130,300
not_bc16.jpeg,300,300,not_bc,91,23,211,284
can174.jpeg,300,300,can,170,107,248,300
can174.jpeg,300,300,not_bc,15,126,111,298
bottle93.jpeg,300,300,bottle,234,194,255,284
bottle119.jpeg,300,300,bottle,235,54,266,292
bottle76.jpeg,300,300,bottle,84,71,144,287
not_bc117.jpeg,300,300,not_bc,230,58,282,270
bottle37.jpeg,300,300,bottle,125,18,204,221
bottle37.jpeg,300,300,not_bc,42,145,137,247
not_bc48.jpeg,300,300,not_bc,79,41,132,280
can75.jpeg,300,300,can,180,86,266,213
can109.jpeg,300,300,can,41,61,114,298
not_bc39.jpeg,300,300,not_bc,105,9,192,300
bottle149.jpeg,300,300,bottle,17,21,148,300
not_bc70.jpeg,300,300,not_bc,88,55,144,124
bottle164.jpeg,300,300,bottle,79,105,230,217
bottle112.jpeg,300,300,bottle,123,68,147,147
can106.jpeg,300,300,can,52,180,106,283
bottle48.jpeg,300,300,bottle,155,16,209,282
bottle48.jpeg,300,300,not_bc,200,92,271,276
not_bc18.jpeg,300,300,not_bc,2,63,290,260
can40.jpeg,300,300,can,137,184,206,300
can113.jpeg,300,300,can,131,153,171,270
not_bc5.jpg,300,300,not_bc,186,74,261,266
not_bc76.jpeg,300,300,not_bc,72,3,172,132
bottle208.jpeg,300,300,bottle,118,40,204,117
can141.jpeg,300,300,can,178,1,294,141
not_bc22.jpeg,300,300,not_bc,83,58,159,193
bottle14.jpg,300,300,bottle,110,3,197,298
bottle133.jpeg,300,300,bottle,67,33,163,299
bottle54.jpeg,300,300,bottle,257,28,288,212
not_bc83.jpeg,300,300,not_bc,170,27,264,160
not_bc46.jpeg,300,300,not_bc,76,23,238,294
can63.jpeg,300,300,can,1,62,103,263
bottle110.jpeg,300,300,bottle,68,11,224,284
not_bc113.jpeg,300,300,not_bc,77,52,166,281
can46.jpeg,300,300,bottle,203,5,262,299
can46.jpeg,300,300,can,101,10,164,145
not_bc19.jpeg,300,300,not_bc,84,72,187,232
not_bc67.jpeg,300,300,not_bc,92,78,210,294
not_bc62.jpeg,300,300,not_bc,77,19,235,138
can116.jpeg,300,300,can,104,142,130,205
not_bc31.jpeg,300,300,not_bc,39,32,107,240
bottle31.jpg,300,300,bottle,105,1,199,295
bottle139.jpeg,300,300,bottle,170,111,212,242
bottle139.jpeg,300,300,can,145,170,186,243
bottle139.jpeg,300,300,bottle,248,112,290,245
not_bc67.jpeg,300,300,not_bc,92,78,210,294
not_bc107.jpeg,300,300,not_bc,24,23,95,221
can200.jpeg,300,300,can,174,22,277,140
bottle186.jpeg,300,300,bottle,204,12,264,194
bottle206.jpeg,300,300,bottle,66,4,148,195
can157.jpeg,300,300,can,139,37,226,132
can157.jpeg,300,300,can,50,2,114,104
can56.jpeg,300,300,can,21,18,92,181
can129.jpeg,300,300,can,205,6,297,141
not_bc26.jpeg,300,300,not_bc,1,34,110,296
bottle73.jpeg,300,300,bottle,110,161,148,224
bottle73.jpeg,300,300,can,181,76,202,99
not_bc19.jpeg,300,300,not_bc,84,72,187,232
bottle87.jpeg,300,300,bottle,57,195,79,258
not_bc60.jpeg,300,300,not_bc,70,38,288,263
bottle168.jpeg,300,300,bottle,67,45,129,285
can4.jpg,300,300,can,85,3,203,299
bottle183.jpeg,300,300,bottle,50,56,94,268
bottle124.jpeg,300,300,bottle,1,1,76,172
bottle139.jpeg,300,300,bottle,170,111,212,242
bottle139.jpeg,300,300,can,145,170,186,243
bottle139.jpeg,300,300,bottle,248,112,290,245
bottle10.jpeg,300,300,bottle,84,1,145,263
bottle10.jpeg,300,300,can,124,5,179,176
bottle10.jpeg,300,300,can,172,119,300,294
can69.jpeg,300,300,can,199,70,283,293
bottle33.jpeg,300,300,bottle,35,21,108,169
bottle189.jpeg,300,300,bottle,17,1,117,153
not_bc88.jpeg,300,300,not_bc,88,32,206,261
not_bc19.jpeg,300,300,not_bc,84,72,187,232
can71.jpeg,300,300,can,68,10,230,288
bottle127.jpeg,300,300,bottle,193,5,246,300
can97.jpeg,300,300,can,53,8,146,120
bottle158.jpeg,300,300,bottle,26,170,115,300
bottle158.jpeg,300,300,bottle,193,8,273,140
bottle158.jpeg,300,300,not_bc,8,1,132,140
bottle54.jpeg,300,300,bottle,257,28,288,212
bottle193.jpeg,300,300,bottle,41,16,101,194
can4.jpg,300,300,can,85,3,203,299
bottle37.jpeg,300,300,bottle,125,18,204,221
bottle37.jpeg,300,300,not_bc,42,145,137,247
bottle163.jpeg,300,300,bottle,177,20,223,148
bottle163.jpeg,300,300,not_bc,97,144,164,250
bottle45.jpeg,300,300,bottle,225,2,268,292
can21.jpg,300,300,can,91,26,206,276
can133.jpeg,300,300,can,98,90,136,199
bottle177.jpeg,300,300,bottle,23,17,114,256
can142.jpeg,300,300,can,10,101,101,273
bottle78.jpeg,300,300,bottle,164,22,237,300
can48.jpeg,300,300,can,161,42,215,156
not_bc61.jpeg,300,300,not_bc,141,178,171,262
can173.jpeg,300,300,can,87,39,174,284
bottle67.jpeg,300,300,bottle,23,6,73,254
can186.jpeg,300,300,can,95,8,190,288
not_bc15.jpeg,300,300,not_bc,1,130,80,288
